Chambers of Xeric,true_false,"The Chambers of Xeric raid layout is always the same (static) every run.","","false","","False. The layout is randomly generated each run (two floors of randomised rooms + one static final floor). Only Challenge Mode has a fixed static layout."
Chambers of Xeric,multiple_choice,"Who built the Chambers of Xeric, serving as Xeric's personal artisan?","Tekton|Vasa Nistirio|The Great Olm|Xeric himself","Tekton","","Tekton was Xeric's personal artisan who built the Chambers. He is also one of the bosses encountered inside the raid."
Chambers of Xeric,multiple_choice,"What unique item obtained inside CoX can be used on Xeric's talisman to add a teleport to Mount Quidamortem?","Ancient tablet|Dark journal|Twisted emblem|Olmlet","Ancient tablet","","The ancient tablet, obtained as a reward from the Chambers, can be used on Xeric's talisman to unlock a direct teleport to Mount Quidamortem."
Theatre of Blood,multiple_choice,"What is the first boss encountered in the Theatre of Blood?","The Maiden of Sugadinti|Pestilent Bloat|Nylocas Vasilias|Verzik Vitur","The Maiden of Sugadinti","","The Theatre of Blood is a linear raid with a fixed boss order: Maiden, Bloat, Nylocas Vasilias, Sotetseg, Xarpus, Verzik Vitur."
Theatre of Blood,multiple_choice,"What is the final boss of the Theatre of Blood?","Verzik Vitur|Sotetseg|Xarpus|Nylocas Vasilias","Verzik Vitur","","Verzik Vitur is the final boss at combat level 1040. Her treasure vault contains the unique loot chest."
Theatre of Blood,multiple_choice,"What is the maximum party size for the Theatre of Blood?","3|4|5|10","5","","ToB supports 1–5 players. Boss hitpoints scale down for smaller teams: 75% HP at 3 or fewer players, 87.5% at 4, 100% at 5."
Theatre of Blood,multiple_choice,"What is the only quest required before entering the Theatre of Blood?","Priest in Peril|A Night at the Theatre|Darkness of Hallowvale|Sins of the Father","Priest in Peril","","Priest in Peril is required to enter Morytania, which is the only prerequisite to entering the ToB. No other quest is required."
Theatre of Blood,multiple_choice,"What does 'Sotetseg' mean in Hungarian?","Darkness|Blood|Shadow|Death","Darkness","","'Sotetseg' derives from 'sötétség', the Hungarian word for darkness. 'Ver Sinhaza' means Theatre of Blood, and 'Verzik' derives from 'vérzik' meaning bleeding."
Theatre of Blood,true_false,"Bosses inside the Theatre of Blood count toward Slayer tasks, and the Slayer helmet bonus applies.","","false","","False. ToB bosses do NOT count toward Slayer tasks, meaning the Slayer helmet and black mask bonuses provide no benefit inside the raid."
Theatre of Blood,multiple_choice,"What item is used to safely exit the Theatre of Blood mid-raid?","Escape crystal|Teleport crystal|Theatre key|Sinhaza amulet","Escape crystal","","Escape crystals are sold by the Mysterious Stranger outside for 75,000 coins each. Both the user and target must have one to teleport a teammate out — both are consumed."
Theatre of Blood,multiple_choice,"How much does it cost to reclaim items from the chest after a full team wipe in the Theatre of Blood?","50,000 coins|75,000 coins|100,000 coins|150,000 coins","100,000 coins","","After a full team death, items can be reclaimed from a storage chest for 100,000 coins. Dying again without reclaiming results in permanent item loss."
Theatre of Blood,multiple_choice,"What is Xarpus described as in ToB lore?","The last of the Yarasa race and its king|A dark beast corrupted through Haemalchemy|A breeding experiment of Verzik Vitur|An ancient demon sealed beneath Ver Sinhaza","The last of the Yarasa race and its king","","Xarpus is the last of the Yarasa (Turkish for 'bat'). Sotetseg is 'a dark beast corrupted through Haemalchemy.' Nylocas Vasilias is a result of Verzik's breeding program."
Theatre of Blood,multiple_choice,"Which quest features the Theatre of Blood prominently in its storyline?","A Night at the Theatre|Sins of the Father|Darkness of Hallowvale|A Taste of Hope","A Night at the Theatre","","A Night at the Theatre is the quest that takes place within the Theatre of Blood and reveals the lore behind it."
Theatre of Blood,multiple_choice,"What is the correct order of bosses in the Theatre of Blood?","Maiden, Bloat, Nylocas, Sotetseg, Xarpus, Verzik|Bloat, Maiden, Sotetseg, Nylocas, Verzik, Xarpus|Maiden, Nylocas, Bloat, Xarpus, Sotetseg, Verzik|Nylocas, Maiden, Bloat, Xarpus, Sotetseg, Verzik","Maiden, Bloat, Nylocas, Sotetseg, Xarpus, Verzik","","The Theatre is a linear raid — the order never changes: The Maiden of Sugadinti, Pestilent Bloat, Nylocas Vasilias, Sotetseg, Xarpus, then Verzik Vitur."
Theatre of Blood,multiple_choice,"What unique item from Theatre of Blood is used to upgrade the dragon defender?","Avernic defender hilt|Justiciar sigil|Sanguine ornament kit|Vial of blood","Avernic defender hilt","","The Avernic defender hilt drops from ToB and is used to upgrade the dragon defender into the Avernic defender — the best-in-slot off-hand melee item."
Theatre of Blood,multiple_choice,"How much more HP do bosses have in the Theatre of Blood at a party of 5 compared to a party of 3 or fewer?","Full HP (100%) vs 75% HP — 33% more HP|Full HP vs 50% HP|Full HP vs 80% HP|Same regardless of party size","Full HP (100%) vs 75% HP — 33% more HP","","ToB boss HP scales with party size: 75% at 1–3 players, 87.5% at 4 players, 100% at 5 players. Bosses do not hit harder — only their HP pool changes."
Skill Unlocks,multiple_choice,"What Woodcutting level is required to chop magic trees?","70|73|75|80","75","","Magic trees require 75 Woodcutting. They give 250 XP per log and are one of the most contested trees for high-level Woodcutting training."
Skill Unlocks,multiple_choice,"What Mining level is required to mine runite ore?","80|82|85|90","85","","Runite ore requires level 85 Mining. It gives 125 XP per ore and is one of the highest-value standard ores in the game."
Skill Unlocks,multiple_choice,"What Slayer level is required to kill Abyssal demons?","80|82|85|87","85","","Abyssal demons require 85 Slayer. They are notable for dropping the Abyssal whip, one of the most iconic weapons in the game."
Skill Unlocks,multiple_choice,"What Slayer level is required to kill Cave krakens?","85|87|90|92","87","","Cave krakens require 87 Slayer. The boss version — the Kraken — drops the Kraken tentacle and Trident of the seas."
Skill Unlocks,multiple_choice,"What Slayer level is required to kill Cerberus?","88|90|91|95","91","","Cerberus requires 91 Slayer. Located in Hellhound dungeon, she drops the three primordial, pegasian, and eternal crystals used to upgrade the best-in-slot boots."
Skill Unlocks,multiple_choice,"What Slayer level is required to kill Hydra?","92|93|95|98","95","","The Alchemical Hydra requires 95 Slayer. It drops the Hydra tail (for Brimstone ring), Hydra leather (for Ferocious gloves), and the Dragon hunter lance/wand."
Skill Unlocks,multiple_choice,"What Slayer level is required to kill Gargoyles?","72|75|80|82","75","","Gargoyles require 75 Slayer. They must be finished with a rock hammer (or similar) to kill. They drop the Granite maul."
Skill Unlocks,multiple_choice,"What Herblore level is required to make a Super restore potion?","60|63|66|70","63","","Super restore requires 63 Herblore (snapdragon + red spiders' eggs) and restores all stat drains including Prayer — making it better than prayer potions in many scenarios."
Skill Unlocks,multiple_choice,"What Herblore level is required to make a Saradomin brew?","78|80|81|85","81","","Saradomin brew requires 81 Herblore (toadflax + crushed nest). It heals HP and boosts Defence but temporarily reduces Attack, Strength, Magic, and Ranged."
Skill Unlocks,multiple_choice,"What Magic level is required for Ice Barrage on the Ancient Magicks spellbook?","92|94|96|99","94","","Ice Barrage is the highest Ancient Magic spell, requiring 94 Magic. It deals up to 30 damage, freezes for 20 ticks, and hits multiple targets in a 3x3 AoE."
Skill Unlocks,multiple_choice,"What Magic level is required for Teleblock?","82|85|88|90","85","","Teleblock requires 85 Magic and prevents the target from teleporting for 5 minutes (2.5 minutes if they have Protect from Magic active). It is a Wilderness staple."
Skill Unlocks,multiple_choice,"What Crafting level is required to cut a zenyte gem?","85|87|89|93","89","","Zenyte requires 89 Crafting to cut. It is used to make zenyte jewellery — the best-in-slot jewellery pieces for various combat styles."
Skill Unlocks,multiple_choice,"What level Construction is required to build a gilded altar?","70|73|75|80","75","","A gilded altar requires 75 Construction. With both incense burners lit by a servant, it gives 3.5× Prayer XP on bones — the most efficient way to train Prayer."
Skill Unlocks,multiple_choice,"What Agility level is required for the Prifddinas rooftop agility course?","73|75|77|80","75","","The Prifddinas rooftop course requires 75 Agility and gives some of the best Agility XP per hour in the game, along with crystal shards as a reward."
Skill Unlocks,multiple_choice,"What Fishing level is required to catch anglerfish?","80|82|84|87","82","","Anglerfish require 82 Fishing and are caught in Piscarillius using sandworms. They can heal above maximum HP — unique among non-special foods."
Skill Unlocks,multiple_choice,"What Smithing level is required to smith a rune platebody?","95|97|99|100","99","","A rune platebody requires 99 Smithing — the only item in the game requiring the maximum level in Smithing to create. This is a common milestone for Smithing-focused players."
Skill Unlocks,multiple_choice,"What Farming level is required to grow a spirit tree?","83|85|88|91","83","","Spirit trees require 83 Farming to plant. They grow in special spirit tree patches and can be used for free teleportation once grown."
Skill Unlocks,multiple_choice,"What Fletching level is required to make dragon arrows?","90|92|95|98","92","","Dragon arrows require 92 Fletching and are the highest-tier standard arrows in OSRS. They can only be used with the twisted bow, dragon crossbow, or dark bow at full effectiveness."
Skill Unlocks,multiple_choice,"What Runecraft level is required to craft death runes?","65|70|74|80","65","","Death runes require 65 Runecraft. Crafting them at the Death Altar gives good XP and profit, requiring law runes to teleport via the Arceuus spellbook or using fairy rings."
